Year,Date_Temp,Date,State,Region,Place,Name,Line Check,Latitude,Longitude,geometry
2015,1-Mar,3/1/2015,Johor,Kota Tinggi,Kg. Lepau,"Kg. Lepau, Kota Tinggi, Johor",1,1.3896034,104.1493576,POINT (104.14935756666667 1.3896034)
2015,22/9,22/9/2015,Johor,Johor Bahru,Kg. Pasir,"Kg. Pasir, Johor Bahru, Johor",1,1.4966718,103.701202,POINT (103.701202 1.4966718)
2015,11-May,5/11/2015,Johor,Johor Bahru,Kg. Pasir,"Kg. Pasir, Johor Bahru, Johor",1,1.4966718,103.701202,POINT (103.701202 1.4966718)
2015,11-Nov,11/11/2015,Johor,Tangkak,"Kg. Pulau Penarik, Sg. Mati","Kg. Pulau Penarik, Sg. Mati, Tangkak, Johor",1,2.1371497,102.5671953,POINT (102.5671953 2.1371497)
2015,11-Nov,11/11/2015,Johor,Kluang,Kg. Paya Mas,"Kg. Paya Mas, Kluang, Johor",1,1.844126,103.3014763,POINT (103.3014763 1.844126)
2015,11-Nov,11/11/2015,Johor,Kluang,Kg. Sg. Linau,"Kg. Sg. Linau, Kluang, Johor",1,1.82990355,103.2651515,POINT (103.2651514753716 1.82990355)
2015,11-Nov,11/11/2015,Johor,Kluang,Kg. Ithnin Maarof,"Kg. Ithnin Maarof, Kluang, Johor",1,2.0437391,103.3207494,POINT (103.3207494 2.0437391)
2015,17/11,17/11/2015,Johor,Batu Pahat,Tongkang Pecah,"Tongkang Pecah, Batu Pahat, Johor",1,1.91875895,102.9554502,POINT (102.95545019602139 1.91875895)
2015,19/11,19/11/2015,Johor,Johor Bahru,Jalan Wong Ah Fook,"Jalan Wong Ah Fook, Johor Bahru, Johor",1,1.4618227,103.7633777,POINT (103.7633777 1.4618227)
2015,4-Jan,1/4/2015,Kedah,Kubang Pasu,Jalan Napoh,"Jalan Napoh, Kubang Pasu, Kedah",1,6.3582712,100.4203698,POINT (100.4203698 6.3582712)
2015,4-Jan,1/4/2015,Kedah,Kota Setar,Jalan Sultan Badlishah,"Jalan Sultan Badlishah, Kota Setar, Kedah",1,6.1187492,100.368634,POINT (100.368634 6.1187492)
2015,30/4,30/4/2015,Kedah,Kota Setar,Jalan Telok Wanjah,"Jalan Telok Wanjah, Kota Setar, Kedah",1,6.123691,100.3736947,POINT (100.3736947 6.123691)
2015,30/4,30/4/2015,Kedah,Kulim,Kg. Bukit Sarang Ayam,"Kg. Bukit Sarang Ayam, Kulim, Kedah",1,5.456389,100.5707418,POINT (100.5707418 5.456389)
2015,5-Dec,12/5/2015,Kedah,Kulim,Kg. Ayer Merah,"Kg. Ayer Merah, Kulim, Kedah",1,5.362498,100.5313697,POINT (100.5313697 5.362498)
2015,5-Dec,12/5/2015,Kedah,Kulim,Kg. Sg. Seluang,"Kg. Sg. Seluang, Kulim, Kedah",1,5.447666,100.5513591,POINT (100.5513591 5.447666)
2015,17/5,17/5/2015,Kedah,Kota Setar,Taman Ambar,"Taman Ambar, Kota Setar, Kedah",1,6.12700385,100.3772433,POINT (100.3772432874695 6.12700385)
2015,17/5,17/5/2015,Kedah,Kota Setar,Lorong Perwira,"Lorong Perwira, Kota Setar, Kedah",1,6.1190316,100.3763072,POINT (100.3763072 6.1190316)
2015,17/5,17/5/2015,Kedah,Kota Setar,Lorong Pahlawan,"Lorong Pahlawan, Kota Setar, Kedah",1,6.1226879,100.3763925,POINT (100.3763925 6.1226879)
2015,17/5,17/5/2015,Kedah,Kota Setar,Lorong Pendekar,"Lorong Pendekar, Kota Setar, Kedah",1,6.1204061,100.3782393,POINT (100.3782393 6.1204061)
2015,31/5,31/5/2015,Kedah,Kubang Pasu,UUM Sintok,"UUM Sintok, Kubang Pasu, Kedah",1,6.464147,100.5030492,POINT (100.50304918471942 6.4641470000000005)
2015,31/5,31/5/2015,Kedah,Kubang Pasu,Kg. Belukar,"Kg. Belukar, Kubang Pasu, Kedah",1,6.2793125,100.3779871,POINT (100.3779871 6.2793125)
2015,31/5,31/5/2015,Kedah,Kubang Pasu,Kg. Kubang Betong,"Kg. Kubang Betong, Kubang Pasu, Kedah",1,6.380919,100.4415285,POINT (100.4415285 6.380919)
2015,6-Aug,8/6/2015,Kedah,Kulim,Kg. Terap,"Kg. Terap, Kulim, Kedah",1,5.2861845,100.6272266,POINT (100.6272266 5.2861845)
2015,6-Aug,8/6/2015,Kedah,Kulim,Kg. Batu 12,"Kg. Batu 12, Kulim, Kedah",1,5.6073371,100.6625962,POINT (100.6625962 5.6073371)
2015,6-Aug,8/6/2015,Kedah,Kulim,Kg. Sg. Tengas,"Kg. Sg. Tengas, Kulim, Kedah",1,5.2862743,100.6707555,POINT (100.6707555 5.2862743)
2015,6-Aug,8/6/2015,Kedah,Kulim,Jln. Sg. Punti,"Jln. Sg. Punti, Kulim, Kedah",1,5.2447826,100.6021211,POINT (100.6021211 5.2447826)
2015,6-Aug,8/6/2015,Kedah,Kulim,Jln. Kg. Batu 12,"Jln. Kg. Batu 12, Kulim, Kedah",1,5.2773791,100.6190667,POINT (100.6190667 5.2773791)
2015,6-Aug,8/6/2015,Kedah,Bandar Baharu,Kg. Leret,"Kg. Leret, Bandar Baharu, Kedah",1,5.225527,100.6006643,POINT (100.6006643 5.225527)
2015,6-Aug,8/6/2015,Kedah,Bandar Baharu,Kg. Sg. Air Puteh,"Kg. Sg. Air Puteh, Bandar Baharu, Kedah",1,5.1874842,100.5729112,POINT (100.5729112 5.1874842)
2015,8-May,5/8/2015,Kedah,Sik,Kg. Begia,"Kg. Begia, Sik, Kedah",1,5.8153901,100.6460051,POINT (100.6460051 5.8153901)
2015,8-May,5/8/2015,Kedah,Yan,Kg. Teroi,"Kg. Teroi, Yan, Kedah",1,5.8411421,100.4404232,POINT (100.4404232 5.8411421)
2015,9-Oct,10/9/2015,Kedah,Yan,Kg. Teroi,"Kg. Teroi, Yan, Kedah",1,5.8411421,100.4404232,POINT (100.4404232 5.8411421)
2015,10-Jan,1/10/2015,Kedah,Kota Setar,Jln. Pegawai,"Jln. Pegawai, Kota Setar, Kedah",1,6.1150178,100.3631346,POINT (100.3631346 6.1150178)
2015,10-Jan,1/10/2015,Kedah,Kota Setar,Jln. Sultanah,"Jln. Sultanah, Kota Setar, Kedah",1,6.14268275,100.3656674,POINT (100.36566738886074 6.1426827500000005)
2015,10-Jan,1/10/2015,Kedah,Kota Setar,Taman Golf,"Taman Golf, Kota Setar, Kedah",1,6.151708,100.3762317,POINT (100.3762317 6.151708)
2015,10-Jan,1/10/2015,Kedah,Kota Setar,Taman Uda,"Taman Uda, Kota Setar, Kedah",1,6.1454932,100.3849278,POINT (100.3849278 6.1454932)
2015,10-Jan,1/10/2015,Kedah,Bandar Baharu,Kg. Sg. Punti,"Kg. Sg. Punti, Bandar Baharu, Kedah",1,5.2451514,100.6018669,POINT (100.6018669 5.2451514)
2015,10-Jul,7/10/2015,Kedah,Pendang,Sg. Pendang,"Sg. Pendang, Pendang, Kedah",1,6.0097128,100.4756952,POINT (100.4756952 6.0097128)
2015,10-Jul,7/10/2015,Kedah,Pendang,Sg. Titi Teras,"Sg. Titi Teras, Pendang, Kedah",1,5.9699773,100.5707373,POINT (100.5707373 5.9699773)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Pengkalan Lebai Man,"Pengkalan Lebai Man, Kuala Muda, Kedah",1,5.62793515,100.5051154,POINT (100.50511538086046 5.62793515)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Taman Keladi,"Taman Keladi, Kuala Muda, Kedah",1,5.6153052,100.504523,POINT (100.504523 5.6153052)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Taman Sejati,"Taman Sejati, Kuala Muda, Kedah",1,5.6419785,100.4999733,POINT (100.49997327039162 5.6419785000000005)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Kg. Pulau Tengah,"Kg. Pulau Tengah, Kuala Muda, Kedah",1,5.5890204,100.487492,POINT (100.487492 5.5890204)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Kg. Kilang Makau,"Kg. Kilang Makau, Kuala Muda, Kedah",1,5.5894696,100.4845292,POINT (100.4845292 5.5894696)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Kg. Pinang Tunggal,"Kg. Pinang Tunggal, Kuala Muda, Kedah",1,5.5746211,100.4998078,POINT (100.49980781918715 5.5746211)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Puspakom Kuala Muda,"Puspakom Kuala Muda, Kuala Muda, Kedah",1,5.6234807,100.5371373,POINT (100.53713734782033 5.6234807)
2015,11-Jan,1/11/2015,Kedah,Kuala Muda,Taman Seri Bayu,"Taman Seri Bayu, Kuala Muda, Kedah",1,5.71819545,100.5464459,POINT (100.54644591314619 5.71819545)
2015,11-Feb,2/11/2015,Kedah,Kulim,Taman Perak,"Taman Perak, Kulim, Kedah",1,5.4171052,100.562029,POINT (100.56202900870895 5.4171052)
2015,11-Jun,6/11/2015,Kedah,Baling,Kg. Sg. Limau,"Kg. Sg. Limau, Baling, Kedah",1,5.6770168,100.8660088,POINT (100.8660088 5.6770168)
2015,11-Jun,6/11/2015,Kedah,Baling,Kg. Lahar,"Kg. Lahar, Baling, Kedah",1,5.7155328,100.9094869,POINT (100.9094869 5.7155328)
2015,11-Jun,6/11/2015,Kedah,Baling,Kg. Batu 60,"Kg. Batu 60, Baling, Kedah",1,5.5882775,100.7400262,POINT (100.7400262 5.5882775)
2015,11-Aug,8/11/2015,Kedah,Kulim,Kg. Bukit Sarang Ayam,"Kg. Bukit Sarang Ayam, Kulim, Kedah",1,5.456389,100.5707418,POINT (100.5707418 5.456389)
2015,11-Oct,10/11/2015,Kedah,Baling,Tanjung Pari,"Tanjung Pari, Baling, Kedah",1,5.8837889,100.8919815,POINT (100.8919815 5.8837889)
2015,11-Oct,10/11/2015,Kedah,Baling,Kg. Baru Siong,"Kg. Baru Siong, Baling, Kedah",1,5.7946717,100.9032414,POINT (100.9032414 5.7946717)
2015,11-Oct,10/11/2015,Kedah,Baling,Kg. Pantai Weng,"Kg. Pantai Weng, Baling, Kedah",1,5.6655608,100.9074429,POINT (100.9074429 5.6655608)
2015,14/11,14/11/2015,Kedah,Kulim,Kg. Terap,"Kg. Terap, Kulim, Kedah",1,5.2861845,100.6272266,POINT (100.6272266 5.2861845)
2015,14/11,14/11/2015,Kedah,Kulim,Jln. Terap Batu 10,"Jln. Terap Batu 10, Kulim, Kedah",1,5.2773791,100.6190667,POINT (100.6190667 5.2773791)
2015,16/11,16/11/2015,Kedah,Baling,Tanjung Pari,"Tanjung Pari, Baling, Kedah",1,5.8837889,100.8919815,POINT (100.8919815 5.8837889)
2015,16/11,16/11/2015,Kedah,Baling,Batu 60,"Batu 60, Baling, Kedah",1,5.5882775,100.7400262,POINT (100.7400262 5.5882775)
2015,17/11,17/11/2015,Kedah,Kuala Muda,Kg. Bakar Kapor,"Kg. Bakar Kapor, Kuala Muda, Kedah",1,5.6437996,100.4789829,POINT (100.4789829 5.6437996)
2015,17/11,17/11/2015,Kedah,Kuala Muda,Kg. Raja,"Kg. Raja, Kuala Muda, Kedah",1,5.6332658,100.5006467,POINT (100.5006467 5.6332658)
2015,19/11,19/11/2015,Kedah,Langkawi,Jln. Pandak Mayah,"Jln. Pandak Mayah, Langkawi, Kedah",1,6.322033,99.8516187,POINT (99.8516187 6.322033)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Taman Nuri,"Taman Nuri, Kuala Muda, Kedah",1,5.6522503,100.4980373,POINT (100.4980373 5.6522503)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Taman Berlian,"Taman Berlian, Kuala Muda, Kedah",1,5.6449479,100.5073699,POINT (100.5073699 5.6449479)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Taman Teratai Sg. Layar,"Taman Teratai Sg. Layar, Kuala Muda, Kedah",1,5.6568519,100.4784036,POINT (100.4784036 5.6568519)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Taman Desa Jaya,"Taman Desa Jaya, Kuala Muda, Kedah",1,5.6688362,100.4977008,POINT (100.4977008 5.6688362)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Jln. Kg. Raja,"Jln. Kg. Raja, Kuala Muda, Kedah",1,5.6342992,100.5060757,POINT (100.5060757 5.6342992)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Kg. Raja,"Kg. Raja, Kuala Muda, Kedah",1,5.6332658,100.5006467,POINT (100.5006467 5.6332658)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Kg. Hj. Wahab,"Kg. Hj. Wahab, Kuala Muda, Kedah",1,5.6052686,100.4663408,POINT (100.4663408 5.6052686)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Taman Padimas,"Taman Padimas, Kuala Muda, Kedah",1,5.6592866,100.4760559,POINT (100.4760559 5.6592866)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Jln. Padang Temusu,"Jln. Padang Temusu, Kuala Muda, Kedah",1,5.6052618,100.4719505,POINT (100.4719505 5.6052618)
2015,22/11,22/11/2015,Kedah,Kuala Muda,Taman Berlian,"Taman Berlian, Kuala Muda, Kedah",1,5.6449479,100.5073699,POINT (100.5073699 5.6449479)
2015,24/11,24/11/2015,Kedah,Bandar Baharu,Kg. Besar,"Kg. Besar, Bandar Baharu, Kedah",1,5.1686431,100.5340973,POINT (100.5340973 5.1686431)
2015,12-Aug,8/12/2015,Kedah,Bandar Baharu,Kg. Kilang Batu,"Kg. Kilang Batu, Bandar Baharu, Kedah",1,5.19362675,100.6282177,POINT (100.62821769871077 5.19362675)
2015,12-Nov,11/12/2015,Kedah,Bandar Baharu,Kg. Sg. Kechil Hilir,"Kg. Sg. Kechil Hilir, Bandar Baharu, Kedah",1,5.17111,100.550627,POINT (100.550627 5.17111)
2015,13/12,13/12/2015,Kedah,Bandar Baharu,Kg. Tepus,"Kg. Tepus, Bandar Baharu, Kedah",1,5.1230899,100.5286262,POINT (100.5286262 5.1230899)
2015,13/12,13/12/2015,Kedah,Bandar Baharu,Sg. Kechil Hilir,"Sg. Kechil Hilir, Bandar Baharu, Kedah",1,5.17111,100.550627,POINT (100.550627 5.17111)
2015,28/12,28/12/2015,Kelantan,Kuala Krai,Kg. Chenulang,"Kg. Chenulang, Kuala Krai, Kelantan",1,5.5833253,102.2666532,POINT (102.2666532 5.5833253)
2015,3-Apr,4/3/2015,Kuala Lumpur,Kuala Lumpur,Flat Taman Desa,"Flat Taman Desa, Kuala Lumpur, Kuala Lumpur",1,3.1064431,101.6837787,POINT (101.6837787 3.1064431)
2015,8-Nov,11/8/2015,Kuala Lumpur,Kuala Lumpur,Kampung Pandan,"Kampung Pandan, Kuala Lumpur, Kuala Lumpur",1,3.140837,101.7347269,POINT (101.7347269 3.140837)
2015,13/8,13/8/2015,Kuala Lumpur,Kuala Lumpur,Segambut Bahagia,"Segambut Bahagia, Kuala Lumpur, Kuala Lumpur",1,3.1857313,101.6581878,POINT (101.6581878 3.1857313)
2015,13/8,13/8/2015,Kuala Lumpur,Kuala Lumpur,Segambut Dalam - Jln. Segambut,"Segambut Dalam - Jln. Segambut, Kuala Lumpur, Kuala Lumpur",1,3.1850739,101.6563447,POINT (101.6563447 3.1850739)
2015,13/8,13/8/2015,Kuala Lumpur,Kuala Lumpur,Jln. Kolam Air,"Jln. Kolam Air, Kuala Lumpur, Kuala Lumpur",1,3.1701519,101.689887,POINT (101.689887 3.1701519)
2015,13/8,13/8/2015,Kuala Lumpur,Kuala Lumpur,Kg. Kasipillay,"Kg. Kasipillay, Kuala Lumpur, Kuala Lumpur",1,3.1765538,101.6849523,POINT (101.6849523 3.1765538)
2015,13/8,13/8/2015,Kuala Lumpur,Kuala Lumpur,Jln Batu Bata,"Jln Batu Bata, Kuala Lumpur, Kuala Lumpur",1,3.17138,101.6943124,POINT (101.6943124 3.17138)
2015,13/8,13/8/2015,Kuala Lumpur,Kuala Lumpur,Kepong Baru,"Kepong Baru, Kuala Lumpur, Kuala Lumpur",1,3.2116796,101.6481916,POINT (101.64819159734233 3.2116796)
2015,13/8,13/8/2015,Kuala Lumpur,Kuala Lumpur,PPR Batu Muda,"PPR Batu Muda, Kuala Lumpur, Kuala Lumpur",1,3.20715905,101.6812418,POINT (101.68124179352168 3.20715905)
2015,15/11,15/11/2015,Kuala Lumpur,Kuala Lumpur,Jln Tuanku Abdul Halim,"Jln Tuanku Abdul Halim, Kuala Lumpur, Kuala Lumpur",1,3.1659448,101.6691643,POINT (101.6691643 3.1659448)
2015,15/11,15/11/2015,Kuala Lumpur,Kuala Lumpur,LRT Sg. Besi,"LRT Sg. Besi, Kuala Lumpur, Kuala Lumpur",1,3.0638272,101.7072884,POINT (101.7072884 3.0638272)
2015,30/11,30/11/2015,Kuala Lumpur,Kuala Lumpur,Taman Batu Muda,"Taman Batu Muda, Kuala Lumpur, Kuala Lumpur",1,3.2267041,101.6848014,POINT (101.6848014 3.2267041)
2015,12-Feb,2/12/2015,Kuala Lumpur,Kuala Lumpur,Jalan Kuching,"Jalan Kuching, Kuala Lumpur, Kuala Lumpur",1,3.1782339,101.6760861,POINT (101.6760861 3.1782339)
2015,1-Nov,11/1/2015,Labuan,Labuan,Kg. Batu Manikar,"Kg. Batu Manikar, Labuan, Labuan",1,5.3805825,115.2297545,POINT (115.2297545 5.3805825)
2015,6-Sep,9/6/2015,Labuan,Labuan,Kg. Lubok Temiang,"Kg. Lubok Temiang, Labuan, Labuan",1,5.3703535,115.2404231,POINT (115.2404231 5.3703535)
2015,6-Dec,12/6/2015,Labuan,Labuan,Kg. Ganggarak,"Kg. Ganggarak, Labuan, Labuan",1,5.3667589,115.2271199,POINT (115.2271199 5.3667589)
2015,17/12,17/12/2015,Labuan,Labuan,Kg. Sg. Buton,"Kg. Sg. Buton, Labuan, Labuan",1,5.2898304,115.1958561,POINT (115.1958561 5.2898304)
2015,17/12,17/12/2015,Labuan,Labuan,kg. Sg. Lada,"kg. Sg. Lada, Labuan, Labuan",1,5.3286044,115.1911884,POINT (115.1911884 5.3286044)
2015,2-Jun,6/2/2015,Melaka,Alor Gajah,Kg. Gadek,"Kg. Gadek, Alor Gajah, Melaka",1,2.4066869,102.2473406,POINT (102.2473406 2.4066869)
2015,2-Jun,6/2/2015,Melaka,Alor Gajah,Kg. Pengkalan,"Kg. Pengkalan, Alor Gajah, Melaka",1,2.379126,102.2202129,POINT (102.2202129 2.379126)
2015,2-Jun,6/2/2015,Melaka,Alor Gajah,Bukit Tambun,"Bukit Tambun, Alor Gajah, Melaka",1,2.3310023,102.295057,POINT (102.29505697897908 2.3310023)
2015,2-Jun,6/2/2015,Melaka,Alor Gajah,Kg. Tebong,"Kg. Tebong, Alor Gajah, Melaka",1,2.4592703,102.339096,POINT (102.339096 2.4592703)
2015,2-Jun,6/2/2015,Melaka,Melaka Tengah,Krubong Indah,"Krubong Indah, Melaka Tengah, Melaka",1,2.2930946,102.2500784,POINT (102.25007842397034 2.2930946)
2015,2-Jun,6/2/2015,Melaka,Melaka Tengah,Kg. Tanah Merah,"Kg. Tanah Merah, Melaka Tengah, Melaka",1,2.2427316,102.1513523,POINT (102.1513523 2.2427316)
2015,2-Jun,6/2/2015,Melaka,Melaka Tengah,Taman Tamby Chik Karim,"Taman Tamby Chik Karim, Melaka Tengah, Melaka",1,2.2667778,102.240681,POINT (102.240681 2.2667778)
2015,2-Jun,6/2/2015,Melaka,Melaka Tengah,Taman Angkasa Nuri,"Taman Angkasa Nuri, Melaka Tengah, Melaka",1,2.2649363,102.2511869,POINT (102.25118690241379 2.2649362999999996)
2015,2-Jun,6/2/2015,Melaka,Melaka Tengah,Taman Merdeka,"Taman Merdeka, Melaka Tengah, Melaka",1,2.2539867,102.237473,POINT (102.237473 2.2539867)
2015,2-Jun,6/2/2015,Melaka,Melaka Tengah,Balai Panjang,"Balai Panjang, Melaka Tengah, Melaka",1,2.2355184,102.2251316,POINT (102.22513156924038 2.2355184)
2015,2-Jun,6/2/2015,Melaka,Melaka Tengah,Taman Malim Jaya,"Taman Malim Jaya, Melaka Tengah, Melaka",1,2.2439209,102.2328899,POINT (102.2328899 2.2439209)
2015,2-Jun,6/2/2015,Melaka,Jasin,Simpang Bekoh,"Simpang Bekoh, Jasin, Melaka",1,2.3575617,102.5120653,POINT (102.5120653 2.3575617)
2015,2-Jun,6/2/2015,Melaka,Jasin,Kg. Chohong,"Kg. Chohong, Jasin, Melaka",1,2.2945009,102.5023719,POINT (102.5023719 2.2945009)
2015,2-Jun,6/2/2015,Melaka,Jasin,Pondok Kempas,"Pondok Kempas, Jasin, Melaka",1,2.3402049,102.3672295,POINT (102.36722947774847 2.3402049)
2015,6-Jul,7/6/2015,Melaka,Jasin,Umbai,"Umbai, Jasin, Melaka",1,2.1596697,102.3401134,POINT (102.3401134 2.1596697)
2015,6-Jul,7/6/2015,Melaka,Jasin,Berangan Enam,"Berangan Enam, Jasin, Melaka",1,2.1594433,102.3500209,POINT (102.3500209 2.1594433)
2015,6-Jul,7/6/2015,Melaka,Jasin,Merlimau,"Merlimau, Jasin, Melaka",1,2.14359,102.426336,POINT (102.426336 2.14359)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Jalan Hang Tuah,"Jalan Hang Tuah, Melaka Tengah, Melaka",1,2.2036667,102.2463775,POINT (102.2463775 2.2036667)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Bukit Piatu,"Bukit Piatu, Melaka Tengah, Melaka",1,2.2085314,102.2741678,POINT (102.2741678 2.2085314)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Peringgit Point,"Peringgit Point, Melaka Tengah, Melaka",1,2.22506975,102.2619503,POINT (102.261950321423 2.22506975)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Kg. Pulau Melaka,"Kg. Pulau Melaka, Melaka Tengah, Melaka",1,2.2404054,102.2146753,POINT (102.2146753 2.2404054)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Melaka Mall,"Melaka Mall, Melaka Tengah, Melaka",1,2.231785,102.2820777,POINT (102.28207774877086 2.231785)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Kota Laksamana,"Kota Laksamana, Melaka Tengah, Melaka",1,2.2033783,102.2371079,POINT (102.2371079 2.2033783)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Kg. Musai,"Kg. Musai, Melaka Tengah, Melaka",1,2.2151805,102.27135,POINT (102.27135 2.2151805)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Taman RB Bachang,"Taman RB Bachang, Melaka Tengah, Melaka",1,2.2396959,102.2516622,POINT (102.2516622 2.2396959)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Kg. Batu Berendam,"Kg. Batu Berendam, Melaka Tengah, Melaka",1,2.2507491,102.2542092,POINT (102.2542092 2.2507491)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Taman Bahagia,"Taman Bahagia, Melaka Tengah, Melaka",1,2.2229126,102.2438009,POINT (102.2438009 2.2229126)
2015,6-Jul,7/6/2015,Melaka,Melaka Tengah,Kg. Limbongan,"Kg. Limbongan, Melaka Tengah, Melaka",1,2.2045345,102.2209731,POINT (102.2209731 2.2045345)
2015,8-Jun,6/8/2015,Melaka,Melaka Tengah,Balai Panjang,"Balai Panjang, Melaka Tengah, Melaka",1,2.2355184,102.2251316,POINT (102.22513156924038 2.2355184)
2015,8-Jun,6/8/2015,Melaka,Alor Gajah,Pekan Alor Gajah,"Pekan Alor Gajah, Alor Gajah, Melaka",1,2.3120442,102.2823189,POINT (102.2823189 2.3120442)
2015,8-Dec,12/8/2015,Melaka,Alor Gajah,Bukit Tambun,"Bukit Tambun, Alor Gajah, Melaka",1,2.3310023,102.295057,POINT (102.29505697897908 2.3310023)
2015,8-Dec,12/8/2015,Melaka,Melaka Tengah,Kg. Pantai Kundur,"Kg. Pantai Kundur, Melaka Tengah, Melaka",1,2.2491112,102.1379176,POINT (102.1379176 2.2491112)
2015,8-Dec,12/8/2015,Melaka,Melaka Tengah,Tanjung Keling,"Tanjung Keling, Melaka Tengah, Melaka",1,2.2227609,102.1619465,POINT (102.1619465 2.2227609)
2015,8-Dec,12/8/2015,Melaka,Melaka Tengah,Balai Panjang,"Balai Panjang, Melaka Tengah, Melaka",1,2.2355184,102.2251316,POINT (102.22513156924038 2.2355184)
2015,8-Dec,12/8/2015,Melaka,Melaka Tengah,Kg. Sg. Putat,"Kg. Sg. Putat, Melaka Tengah, Melaka",1,2.2559421,102.2634779,POINT (102.2634779 2.2559421)
2015,26/10,26/10/2015,Melaka,Jasin,Kg. Bukit Asahan,"Kg. Bukit Asahan, Jasin, Melaka",1,2.4025056,102.5438728,POINT (102.5438728 2.4025056)
2015,11-Jan,1/11/2015,Melaka,Jasin,Pondok Kempas,"Pondok Kempas, Jasin, Melaka",1,2.3402049,102.3672295,POINT (102.36722947774847 2.3402049)
2015,11-Jan,1/11/2015,Melaka,Jasin,Selandar Jasin,"Selandar Jasin, Jasin, Melaka",1,2.3894861,102.3763307,POINT (102.3763307 2.3894861)
2015,15/11,15/11/2015,Melaka,Alor Gajah,Bukit Hantu,"Bukit Hantu, Alor Gajah, Melaka",1,2.3245845,102.1788843,POINT (102.1788843 2.3245845)
2015,15/11,15/11/2015,Melaka,Alor Gajah,Rembia,"Rembia, Alor Gajah, Melaka",1,2.3288645,102.2087672,POINT (102.2087672 2.3288645)
2015,15/11,15/11/2015,Melaka,Alor Gajah,Alor Gajah,"Alor Gajah, Alor Gajah, Melaka",1,2.3780795,102.2089263,POINT (102.2089263 2.3780795)
2015,25/11,25/11/2015,Melaka,Jasin,Pondok Kempas,"Pondok Kempas, Jasin, Melaka",1,2.3402049,102.3672295,POINT (102.36722947774847 2.3402049)
2015,13/12,13/12/2015,Melaka,Alor Gajah,Kg. Gadek,"Kg. Gadek, Alor Gajah, Melaka",1,2.4066869,102.2473406,POINT (102.2473406 2.4066869)
2015,13/12,13/12/2015,Melaka,Alor Gajah,Kg. Sri Pengkalan,"Kg. Sri Pengkalan, Alor Gajah, Melaka",1,2.3729562,102.2262562,POINT (102.2262562 2.3729562)
2015,13/12,13/12/2015,Melaka,Alor Gajah, Kg. Beringin," Kg. Beringin, Alor Gajah, Melaka",1,2.3347822,102.2556017,POINT (102.2556017 2.3347822)
2015,13/12,13/12/2015,Melaka,Alor Gajah,Taman Seri Bayu,"Taman Seri Bayu, Alor Gajah, Melaka",1,2.38473065,102.2126651,POINT (102.2126650849033 2.38473065)
2015,14/12,14/12/2015,Melaka,Melaka Tengah,Krubong,"Krubong, Melaka Tengah, Melaka",1,2.2959642,102.2468793,POINT (102.2468793 2.2959642)
2015,14/12,14/12/2015,Melaka,Melaka Tengah,Tanah Merah,"Tanah Merah, Melaka Tengah, Melaka",1,2.2427316,102.1513523,POINT (102.1513523 2.2427316)
2015,4-Jan,1/4/2015,Negeri Sembilan,Jelebu,Kg. Petaseh,"Kg. Petaseh, Jelebu, Negeri Sembilan",1,2.9725514,102.166938,POINT (102.166938 2.9725514)
2015,4-May,5/4/2015,Negeri Sembilan,Jelebu,Taman Pertang,"Taman Pertang, Jelebu, Negeri Sembilan",1,2.9623515,102.2175466,POINT (102.2175466 2.9623515)
2015,31/10,31/10/2015,Negeri Sembilan,Seremban,Jln. Lee Sam,"Jln. Lee Sam, Seremban, Negeri Sembilan",1,2.7253426,101.9365042,POINT (101.9365042 2.7253426)
2015,11-Apr,4/11/2015,Negeri Sembilan,Seremban,Kg. Temiang,"Kg. Temiang, Seremban, Negeri Sembilan",1,2.7359029,101.9383829,POINT (101.9383829 2.7359029)
