Year,Date_Temp,Date,State,Region,Place,Name,Line Check,Latitude,Longitude,geometry
2019,28/10,28/10/2019,Melaka,Alor Gajah,Kg Nelayan,"Kg Nelayan, Alor Gajah, Melaka",1,2.3594547,102.0479358,POINT (102.0479358 2.3594547)
2019,12-Jan,1/12/2019,Melaka,Melaka tengah,Kg Sungai Putat,"Kg Sungai Putat, Melaka tengah, Melaka",1,2.2559421,102.2634779,POINT (102.2634779 2.2559421)
2019,12-Jan,1/12/2019,Melaka,Melaka tengah,Taman Bukit Beruang,"Taman Bukit Beruang, Melaka tengah, Melaka",1,2.2324683,102.2752542,POINT (102.2752542 2.2324683)
2019,12-Jan,1/12/2019,Melaka,Melaka tengah,Taman Seri jati,"Taman Seri jati, Melaka tengah, Melaka",1,2.2547249,102.2533563,POINT (102.2533563 2.2547249)
2019,12-Jan,1/12/2019,Melaka,Melaka tengah,Kg Tun Razak,"Kg Tun Razak, Melaka tengah, Melaka",1,2.2360249,102.2865162,POINT (102.2865162 2.2360249)
2019,12-Jan,1/12/2019,Melaka,Melaka tengah,Jalan Ayer Keroh,"Jalan Ayer Keroh, Melaka tengah, Melaka",1,2.2716179,102.2822936,POINT (102.2822936 2.2716179)
2019,12-Jan,1/12/2019,Melaka,Alor gajah,Kg Gangsa,"Kg Gangsa, Alor gajah, Melaka",1,2.2812408,102.2651678,POINT (102.2651678 2.2812408)
2019,22/5,22/5/2019,Negeri Sembilan,Seremban,Kg Ismail,"Kg Ismail, Seremban, Negeri Sembilan",1,2.726589,101.9662135,POINT (101.9662135 2.726589)
2019,6-Apr,4/6/2019,Negeri Sembilan,Seremban,Kg Chedang,"Kg Chedang, Seremban, Negeri Sembilan",1,2.6923202,101.9243533,POINT (101.92435326096142 2.6923202)
2019,6-Apr,4/6/2019,Negeri Sembilan,Seremban,Batu 3 Mambau,"Batu 3 Mambau, Seremban, Negeri Sembilan",1,2.6678797,101.9202509,POINT (101.9202509 2.6678797)
2019,6-Apr,4/6/2019,Negeri Sembilan,Seremban,Kg Ismail,"Kg Ismail, Seremban, Negeri Sembilan",1,2.726589,101.9662135,POINT (101.9662135 2.726589)
2019,6-Apr,4/6/2019,Negeri Sembilan,Seremban,Kg Semarak,"Kg Semarak, Seremban, Negeri Sembilan",1,2.7323564,102.0020344,POINT (102.0020344 2.7323564)
2019,17/10,17/10/2019,Negeri Sembilan,Seremban,KTM Sg Gadut,"KTM Sg Gadut, Seremban, Negeri Sembilan",1,2.657778,102.0024783,POINT (102.0024783 2.657778)
2019,22/1,22/1/2019,Negeri Sembilan,Port Dickson,Kg Sg Raya,"Kg Sg Raya, Port Dickson, Negeri Sembilan",1,2.40369055,101.9748758,POINT (101.9748758 2.4036905500000003)
2019,26/10,26/10/2019,Negeri Sembilan,Kuala Pilah,Kg Padang Jual,"Kg Padang Jual, Kuala Pilah, Negeri Sembilan",1,2.60315915,102.2647043,POINT (102.26470425317589 2.6031591499999998)
2019,11-Jan,1/11/2019,Negeri Sembilan,Kuala Pilah,Kg Kuala Johol,"Kg Kuala Johol, Kuala Pilah, Negeri Sembilan",1,2.60315915,102.2647043,POINT (102.26470425317589 2.6031591499999998)
2019,15/12,15/12/2019,Negeri Sembilan,Tampin,Felda Jelai,"Felda Jelai, Tampin, Negeri Sembilan",1,2.6521389,102.4758437,POINT (102.4758437 2.6521389)
2019,10-Sep,9/10/2019,Negeri Sembilan,Jelebu,Taman Pertang,"Taman Pertang, Jelebu, Negeri Sembilan",1,2.9623515,102.2175466,POINT (102.2175466 2.9623515)
2019,10-Sep,9/10/2019,Negeri Sembilan,Jelebu,Kg Petaseh,"Kg Petaseh, Jelebu, Negeri Sembilan",1,2.9725514,102.166938,POINT (102.166938 2.9725514)
2019,25/10,25/10/2019,Negeri Sembilan,Jelebu,Kg Simpang Durian,"Kg Simpang Durian, Jelebu, Negeri Sembilan",1,3.1018928,102.2213848,POINT (102.2213848 3.1018928)
2019,19/2,19/2/2019,Pahang,Bentong,Kg. Kemansur,"Kg. Kemansur, Bentong, Pahang",1,3.5242382,101.904202,POINT (101.904202 3.5242382)
2019,19/2,19/2/2019,Pahang,Bentong,Felda Lurah Bilut,"Felda Lurah Bilut, Bentong, Pahang",1,3.7109083,101.8658263,POINT (101.8658263 3.7109083)
2019,25/11,25/11/2019,Pahang,Bentong,Kg Chemomoi,"Kg Chemomoi, Bentong, Pahang",1,3.2454071,102.2464173,POINT (102.2464173 3.2454071)
2019,10-Jun,6/10/2019,Pahang,Jerantut,Kg. Baru,"Kg. Baru, Jerantut, Pahang",1,3.9083267,102.4484925,POINT (102.4484925 3.9083267)
2019,16/12,16/12/2019,Pahang,Jerantut,Felda Sg. Retang,"Felda Sg. Retang, Jerantut, Pahang",1,4.1338975,102.390603,POINT (102.390603 4.1338975)
2019,28/5,28/5/2019,Pahang,Lipis,Kg.Chegar Perah,"Kg.Chegar Perah, Lipis, Pahang",1,4.4818802,101.957389,POINT (101.957389 4.4818802)
2019,13/10,13/10/2019,Pahang,Raub,Kg. Ulu Atok,"Kg. Ulu Atok, Raub, Pahang",1,4.0479595,101.9340783,POINT (101.9340783 4.0479595)
2019,18/11,18/11/2019,Pahang,Raub,Kg. Ulu Atok,"Kg. Ulu Atok, Raub, Pahang",1,4.0479595,101.9340783,POINT (101.9340783 4.0479595)
2019,29/11,29/11/2019,Pahang,Raub,Kg Ulu Atok,"Kg Ulu Atok, Raub, Pahang",1,4.0479595,101.9340783,POINT (101.9340783 4.0479595)
2019,16/12,16/12/2019,Pahang,Raub,Kg. Temau,"Kg. Temau, Raub, Pahang",1,3.9233396,101.8964413,POINT (101.8964413 3.9233396)
2019,14/12,14/12/2019,Pahang,Rompin,Kg. Jawa,"Kg. Jawa, Rompin, Pahang",1,2.69809285,103.5834033,POINT (103.5834033 2.69809285)
2019,14/12,14/12/2019,Pahang,Rompin,Kg. Hijrah,"Kg. Hijrah, Rompin, Pahang",1,2.7628843,103.4901919,POINT (103.4901919 2.7628843)
2019,17/6,17/6/2019,Pahang,Temerloh,Kg. Paya Dalam,"Kg. Paya Dalam, Temerloh, Pahang",1,3.4601549,102.3986525,POINT (102.3986525 3.4601549)
2019,18/12,18/12/2019,Pahang,Temerloh,Kg. Batu Kapor,"Kg. Batu Kapor, Temerloh, Pahang",1,3.4921861,102.329559,POINT (102.329559 3.4921861)
2019,18/12,18/12/2019,Pahang,Temerloh,Taman Mentakab Indah,"Taman Mentakab Indah, Temerloh, Pahang",1,3.4989321,102.293331,POINT (102.293331 3.4989321)
2019,5-Apr,4/5/2019,Penang,Seberang Perai Tengah,Tanah Liat ,"Tanah Liat , Seberang Perai Tengah, Penang",1,5.3840463,100.4634333,POINT (100.4634333 5.3840463)
2019,5-Apr,4/5/2019,Penang,Seberang Perai Tengah,Tok Elong,"Tok Elong, Seberang Perai Tengah, Penang",1,5.387247,100.4629732,POINT (100.4629732 5.387247)
2019,5-Apr,4/5/2019,Penang,Seberang Perai Tengah,Taman Guru,"Taman Guru, Seberang Perai Tengah, Penang",1,5.3822005,100.4632779,POINT (100.46327794066926 5.3822005)
2019,5-Apr,4/5/2019,Penang,Seberang Perai Tengah,Permatang Rawa,"Permatang Rawa, Seberang Perai Tengah, Penang",1,5.36764785,100.4453848,POINT (100.44538477686544 5.36764785)
2019,5-Jun,6/5/2019,Penang,Seberang Perai Tengah,Taman Impian,"Taman Impian, Seberang Perai Tengah, Penang",1,5.31442265,100.4811039,POINT (100.48110388230666 5.31442265)
2019,5-Jun,6/5/2019,Penang,Seberang Perai Tengah,"Taman Guru,Penanti","Taman Guru,Penanti, Seberang Perai Tengah, Penang",1,5.3822005,100.4632779,POINT (100.46327794066926 5.3822005)
2019,5-Jun,6/5/2019,Penang,Seberang Perai Tengah,"Taman Kepar,Perai","Taman Kepar,Perai, Seberang Perai Tengah, Penang",1,5.3851952,100.3842508,POINT (100.38425081231736 5.3851952)
2019,5-Jun,6/5/2019,Penang,Seberang Perai Tengah,Tanah Liat,"Tanah Liat, Seberang Perai Tengah, Penang",1,5.3840463,100.4634333,POINT (100.4634333 5.3840463)
2019,5-Jun,6/5/2019,Penang,Seberang Perai Tengah,Kg. Permatang Rawa,"Kg. Permatang Rawa, Seberang Perai Tengah, Penang",1,5.36764785,100.4453848,POINT (100.44538477686544 5.36764785)
2019,15/5,15/5/2019,Penang,Seberang Perai Tengah,Jalan Sejahtera,"Jalan Sejahtera, Seberang Perai Tengah, Penang",1,5.3304824,100.4910922,POINT (100.4910922 5.3304824)
2019,15/5,15/5/2019,Penang,Seberang Perai Tengah,Jalan Seri Janggus,"Jalan Seri Janggus, Seberang Perai Tengah, Penang",1,5.3306233,100.4911474,POINT (100.4911474 5.3306233)
2019,20/5,20/5/2019,Penang,Seberang Perai Tengah,Kg Penanti,"Kg Penanti, Seberang Perai Tengah, Penang",1,5.4134038,100.4614661,POINT (100.4614661 5.4134038)
2019,20/5,20/5/2019,Penang,Seberang Perai Tengah,Kg Tok Elong,"Kg Tok Elong, Seberang Perai Tengah, Penang",1,5.387247,100.4629732,POINT (100.4629732 5.387247)
2019,20/5,20/5/2019,Penang,Seberang Perai Tengah,Kg Permatang Rawa,"Kg Permatang Rawa, Seberang Perai Tengah, Penang",1,5.36764785,100.4453848,POINT (100.44538477686544 5.36764785)
2019,20/5,20/5/2019,Penang,Seberang Perai Tengah,Taman Guru,"Taman Guru, Seberang Perai Tengah, Penang",1,5.3822005,100.4632779,POINT (100.46327794066926 5.3822005)
2019,20/5,20/5/2019,Penang,Seberang Perai Tengah,Tanah Liat,"Tanah Liat, Seberang Perai Tengah, Penang",1,5.3840463,100.4634333,POINT (100.4634333 5.3840463)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Taman Impian 23,"Taman Impian 23, Seberang Perai Tengah, Penang",1,5.31442265,100.4811039,POINT (100.48110388230666 5.31442265)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Taman Impian Ria 11,"Taman Impian Ria 11, Seberang Perai Tengah, Penang",1,5.3104618,100.4823003,POINT (100.48230025369634 5.310461800000001)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Taman Guru,"Taman Guru, Seberang Perai Tengah, Penang",1,5.3822005,100.4632779,POINT (100.46327794066926 5.3822005)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Kuala Mengkuang,"Kuala Mengkuang, Seberang Perai Tengah, Penang",1,5.4268884,100.4868653,POINT (100.4868653 5.4268884)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Mengkuang titi,"Mengkuang titi, Seberang Perai Tengah, Penang",1,5.411597,100.4921362,POINT (100.4921362 5.411597)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Mengkuang semarak,"Mengkuang semarak, Seberang Perai Tengah, Penang",1,5.4035823,100.4933515,POINT (100.4933515 5.4035823)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Jalan Pala,"Jalan Pala, Seberang Perai Tengah, Penang",1,5.3045616,100.4748835,POINT (100.4748835 5.3045616)
2019,28/5,28/5/2019,Penang,Seberang Perai Tengah,Taman Sukun,"Taman Sukun, Seberang Perai Tengah, Penang",1,5.31661,100.4691812,POINT (100.46918122166858 5.31661)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Tingkat binjai 6,"Tingkat binjai 6, Seberang Perai Tengah, Penang",1,5.344911,100.4442859,POINT (100.4442859 5.344911)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Tingkat binjai 8,"Tingkat binjai 8, Seberang Perai Tengah, Penang",1,5.3486571,100.4450077,POINT (100.4450077 5.3486571)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Tingkat binjai 10,"Tingkat binjai 10, Seberang Perai Tengah, Penang",1,5.3486756,100.4455845,POINT (100.4455845 5.3486756)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Lorong binjai 9,"Lorong binjai 9, Seberang Perai Tengah, Penang",1,5.347167,100.4443143,POINT (100.4443143 5.347167)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Taman Delima,"Taman Delima, Seberang Perai Tengah, Penang",1,5.3198973,100.4351184,POINT (100.4351184 5.3198973)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Taman Sentul,"Taman Sentul, Seberang Perai Tengah, Penang",1,5.31742325,100.4423451,POINT (100.44234511419558 5.31742325)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Jalan Kebun Nenas,"Jalan Kebun Nenas, Seberang Perai Tengah, Penang",1,5.3407926,100.434115,POINT (100.434115 5.3407926)
2019,26/9,26/9/2019,Penang,Seberang Perai Tengah,Kg. Dock,"Kg. Dock, Seberang Perai Tengah, Penang",1,5.3455701,100.4225905,POINT (100.42259050235477 5.3455701)
2019,27/9,27/9/2019,Penang,Seberang Perai Tengah,Taman Impian Jaya,"Taman Impian Jaya, Seberang Perai Tengah, Penang",1,5.3146778,100.4845519,POINT (100.48455194491414 5.3146778)
2019,27/9,27/9/2019,Penang,Seberang Perai Tengah,Taman Sentul,"Taman Sentul, Seberang Perai Tengah, Penang",1,5.31742325,100.4423451,POINT (100.44234511419558 5.31742325)
2019,27/9,27/9/2019,Penang,Seberang Perai Tengah,Taman Pinang,"Taman Pinang, Seberang Perai Tengah, Penang",1,5.3139698,100.4407646,POINT (100.44076461937263 5.3139698)
2019,27/9,27/9/2019,Penang,Seberang Perai Tengah,Jalan Rozhan,"Jalan Rozhan, Seberang Perai Tengah, Penang",1,5.3317118,100.4807473,POINT (100.4807473 5.3317118)
2019,10-Aug,8/10/2019,Penang,Seberang Perai Tengah,Jalan Tok Kangar,"Jalan Tok Kangar, Seberang Perai Tengah, Penang",1,5.3221948,100.4340982,POINT (100.4340982 5.3221948)
2019,10-Aug,8/10/2019,Penang,Seberang Perai Tengah,Taman Pinang,"Taman Pinang, Seberang Perai Tengah, Penang",1,5.3139698,100.4407646,POINT (100.44076461937263 5.3139698)
2019,10-Aug,8/10/2019,Penang,Seberang Perai Tengah,Taman Mangga,"Taman Mangga, Seberang Perai Tengah, Penang",1,5.31284235,100.4396407,POINT (100.4396407043912 5.31284235)
2019,10-Aug,8/10/2019,Penang,Seberang Perai Tengah,Taman Sentul,"Taman Sentul, Seberang Perai Tengah, Penang",1,5.31742325,100.4423451,POINT (100.44234511419558 5.31742325)
2019,10-Aug,8/10/2019,Penang,Seberang Perai Tengah,Kg Dock,"Kg Dock, Seberang Perai Tengah, Penang",1,5.3455701,100.4225905,POINT (100.42259050235477 5.3455701)
2019,10-Aug,8/10/2019,Penang,Seberang Perai Tengah,Kebun Nenas,"Kebun Nenas, Seberang Perai Tengah, Penang",1,5.34213345,100.4348684,POINT (100.43486839680594 5.34213345)
2019,10-Sep,9/10/2019,Penang,Seberang Perai Tengah,"Lorong 11, Taman Impian","Lorong 11, Taman Impian, Seberang Perai Tengah, Penang",1,5.3200998,100.4780939,POINT (100.4780939 5.3200998)
2019,10-Sep,9/10/2019,Penang,Seberang Perai Tengah,Kg Kijang,"Kg Kijang, Seberang Perai Tengah, Penang",1,5.3210494,100.4720633,POINT (100.4720633 5.3210494)
2019,10-Sep,9/10/2019,Penang,Seberang Perai Tengah,Jln Bukit Minyak,"Jln Bukit Minyak, Seberang Perai Tengah, Penang",1,5.3369227,100.4560012,POINT (100.4560012 5.3369227)
2019,10-Sep,9/10/2019,Penang,Seberang Perai Tengah,Taman Desa Damai,"Taman Desa Damai, Seberang Perai Tengah, Penang",1,5.36212185,100.4415693,POINT (100.44156934311405 5.362121849999999)
2019,10-Sep,9/10/2019,Penang,Seberang Perai Tengah,Taman Markisah,"Taman Markisah, Seberang Perai Tengah, Penang",1,5.31944465,100.462671,POINT (100.46267097822795 5.319444649999999)
2019,10-Sep,9/10/2019,Penang,Seberang Perai Tengah,Taman Sukun Indah,"Taman Sukun Indah, Seberang Perai Tengah, Penang",1,5.317964,100.471119,POINT (100.4711189621392 5.317964)
2019,10-Sep,9/10/2019,Penang,Seberang Perai Tengah,Taman Amra,"Taman Amra, Seberang Perai Tengah, Penang",1,5.316131,100.466848,POINT (100.46684801138552 5.316131)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Kg Permatang Rawa,"Kg Permatang Rawa, Seberang Perai Tengah, Penang",1,5.36764785,100.4453848,POINT (100.44538477686544 5.36764785)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Taman Sejahtera,"Taman Sejahtera, Seberang Perai Tengah, Penang",1,5.3351381,100.4898617,POINT (100.48986165363601 5.3351381)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Taman guru,"Taman guru, Seberang Perai Tengah, Penang",1,5.3822005,100.4632779,POINT (100.46327794066926 5.3822005)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Tanah Liat,"Tanah Liat, Seberang Perai Tengah, Penang",1,5.3840463,100.4634333,POINT (100.4634333 5.3840463)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Taman Siakap,"Taman Siakap, Seberang Perai Tengah, Penang",1,5.3841275,100.4007758,POINT (100.40077581970885 5.3841275)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Taman Impian Jaya,"Taman Impian Jaya, Seberang Perai Tengah, Penang",1,5.3146778,100.4845519,POINT (100.48455194491414 5.3146778)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Kg Baru Alma,"Kg Baru Alma, Seberang Perai Tengah, Penang",1,5.3448893,100.4709144,POINT (100.4709144 5.3448893)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Kg Padang Lalang,"Kg Padang Lalang, Seberang Perai Tengah, Penang",1,5.3649247,100.4371994,POINT (100.4371994 5.3649247)
2019,21/10,21/10/2019,Penang,Seberang Perai Tengah,Kota Permai,"Kota Permai, Seberang Perai Tengah, Penang",1,5.3417991,100.4573828,POINT (100.45738281815021 5.341799099999999)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Kampung Tok Kangar,"Kampung Tok Kangar, Seberang Perai Tengah, Penang",1,5.3248566,100.4317921,POINT (100.4317921 5.3248566)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Jalan Tok Kangar,"Jalan Tok Kangar, Seberang Perai Tengah, Penang",1,5.3221948,100.4340982,POINT (100.4340982 5.3221948)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Kg Berangan Sembilan,"Kg Berangan Sembilan, Seberang Perai Tengah, Penang",1,5.3189384,100.5113164,POINT (100.5113164 5.3189384)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Impian,"Taman Impian, Seberang Perai Tengah, Penang",1,5.31442265,100.4811039,POINT (100.48110388230666 5.31442265)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Kg Manggis,"Kg Manggis, Seberang Perai Tengah, Penang",1,5.3003208,100.4829962,POINT (100.4829962 5.3003208)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Sukun,"Taman Sukun, Seberang Perai Tengah, Penang",1,5.31661,100.4691812,POINT (100.46918122166858 5.31661)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Amra,"Taman Amra, Seberang Perai Tengah, Penang",1,5.316131,100.466848,POINT (100.46684801138552 5.316131)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Sentul,"Taman Sentul, Seberang Perai Tengah, Penang",1,5.31742325,100.4423451,POINT (100.44234511419558 5.31742325)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Kg. Tok Suboh,"Kg. Tok Suboh, Seberang Perai Tengah, Penang",1,5.3251066,100.4635866,POINT (100.4635866 5.3251066)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Jambu,"Taman Jambu, Seberang Perai Tengah, Penang",1,5.3334461,100.510999,POINT (100.51099904811423 5.3334461)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Kg. Tok Konan,"Kg. Tok Konan, Seberang Perai Tengah, Penang",1,5.3376312,100.5126619,POINT (100.5126619 5.3376312)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Desa Juru,"Taman Desa Juru, Seberang Perai Tengah, Penang",1,5.3202776,100.4385596,POINT (100.43855960933392 5.3202776)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Selamat,"Taman Selamat, Seberang Perai Tengah, Penang",1,5.3293509,100.4880534,POINT (100.48805335581844 5.3293509)
2019,25/10,25/10/2019,Penang,Seberang Perai Tengah,Taman Sejahtera,"Taman Sejahtera, Seberang Perai Tengah, Penang",1,5.3351381,100.4898617,POINT (100.48986165363601 5.3351381)
2019,28/5,28/5/2019,Penang,Seberang Perai Selatan,Kg Sg Buaya,"Kg Sg Buaya, Seberang Perai Selatan, Penang",1,5.1686431,100.5340973,POINT (100.5340973 5.1686431)
2019,28/5,28/5/2019,Penang,Seberang Perai Selatan,Kampung Nenas,"Kampung Nenas, Seberang Perai Selatan, Penang",1,5.171511,100.527272,POINT (100.527272 5.171511)
2019,31/5,31/5/2019,Penang,Seberang Perai Selatan,Taman Enggang Indah,"Taman Enggang Indah, Seberang Perai Selatan, Penang",1,5.2858595,100.4868727,POINT (100.48687265846127 5.2858595)
2019,31/5,31/5/2019,Penang,Seberang Perai Selatan,Taman Tangling Jaya,"Taman Tangling Jaya, Seberang Perai Selatan, Penang",1,5.26692735,100.4758466,POINT (100.47584656892917 5.26692735)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Taman Nibong Tebal,"Taman Nibong Tebal, Seberang Perai Selatan, Penang",1,5.16246445,100.4685091,POINT (100.4685091490698 5.16246445)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Taman Seri Bayu,"Taman Seri Bayu, Seberang Perai Selatan, Penang",1,5.1750187,100.4856898,POINT (100.48568981869599 5.175018700000001)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Taman Permai,"Taman Permai, Seberang Perai Selatan, Penang",1,5.16723775,100.4840877,POINT (100.48408773738147 5.16723775)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Taman Desa Jawi,"Taman Desa Jawi, Seberang Perai Selatan, Penang",1,5.1986618,100.4870661,POINT (100.48706611432601 5.1986618)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Taman Cenderawasih,"Taman Cenderawasih, Seberang Perai Selatan, Penang",1,5.1845499,100.482002,POINT (100.48200197117933 5.1845499)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Taman Sentosa,"Taman Sentosa, Seberang Perai Selatan, Penang",1,5.16662835,100.4756615,POINT (100.47566145094109 5.16662835)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Taman Sri Nibong,"Taman Sri Nibong, Seberang Perai Selatan, Penang",1,5.1693838,100.491536,POINT (100.49153599525974 5.1693838)
2019,6-Feb,2/6/2019,Penang,Seberang Perai Selatan,Kg Shaik Adam,"Kg Shaik Adam, Seberang Perai Selatan, Penang",1,5.1736249,100.4773759,POINT (100.4773759 5.1736249)
2019,24/10,24/10/2019,Penang,Seberang Perai Selatan,Kampung Sethu,"Kampung Sethu, Seberang Perai Selatan, Penang",1,5.2065586,100.5001601,POINT (100.5001601 5.2065586)
2019,24/10,24/10/2019,Penang,Seberang Perai Selatan,Kg. Pengkalan,"Kg. Pengkalan, Seberang Perai Selatan, Penang",1,5.2681894,100.4339199,POINT (100.4339199 5.2681894)
2019,27/10,27/10/2019,Penang,Seberang Perai Selatan,Kampung Sepulau,"Kampung Sepulau, Seberang Perai Selatan, Penang",1,5.2924358,100.525674,POINT (100.52567399738119 5.2924358)
2019,5-Jun,6/5/2019,Penang,Seberang Perai Utara,Taman Cantik,"Taman Cantik, Seberang Perai Utara, Penang",1,5.41896565,100.3836606,POINT (100.3836605552884 5.4189656500000005)
2019,5-Jun,6/5/2019,Penang,Seberang Perai Utara,Kampung Malaysia,"Kampung Malaysia, Seberang Perai Utara, Penang",1,5.5057807,100.5141848,POINT (100.5141848 5.5057807)
2019,5-Sep,9/5/2019,Penang,Seberang Perai Utara,Taman Cantik,"Taman Cantik, Seberang Perai Utara, Penang",1,5.41896565,100.3836606,POINT (100.3836605552884 5.4189656500000005)
2019,5-Sep,9/5/2019,Penang,Seberang Perai Utara,Kampung Lahar Ikan Mati,"Kampung Lahar Ikan Mati, Seberang Perai Utara, Penang",1,5.5248179,100.4279704,POINT (100.4279704 5.5248179)
2019,5-Sep,9/5/2019,Penang,Seberang Perai Utara,Kampung Setol,"Kampung Setol, Seberang Perai Utara, Penang",1,5.4745915,100.4298784,POINT (100.4298784 5.4745915)
2019,19/10,19/10/2019,Penang,Seberang Perai Utara,Taman Cantik,"Taman Cantik, Seberang Perai Utara, Penang",1,5.41896565,100.3836606,POINT (100.3836605552884 5.4189656500000005)
2019,19/10,19/10/2019,Penang,Seberang Perai Utara,Kampung Malaysia,"Kampung Malaysia, Seberang Perai Utara, Penang",1,5.5057807,100.5141848,POINT (100.5141848 5.5057807)
2019,19/10,19/10/2019,Penang,Seberang Perai Utara,Lorong Mak Mandin 5,"Lorong Mak Mandin 5, Seberang Perai Utara, Penang",1,5.4197949,100.3871165,POINT (100.3871165 5.4197949)
2019,11-Jan,1/11/2019,Penang,Seberang Perai Utara,Kampung Datok,"Kampung Datok, Seberang Perai Utara, Penang",1,5.5248179,100.4279704,POINT (100.4279704 5.5248179)
2019,11-Jan,1/11/2019,Penang,Seberang Perai Utara,Kampung Setol,"Kampung Setol, Seberang Perai Utara, Penang",1,5.4745915,100.4298784,POINT (100.4298784 5.4745915)
2019,11-Jan,1/11/2019,Penang,Seberang Perai Utara,Kampung Permatang Kuala,"Kampung Permatang Kuala, Seberang Perai Utara, Penang",1,5.5105904,100.3772051,POINT (100.3772051 5.5105904)
2019,16/4,16/4/2019,Penang,Timur Laut,Jalan Sir Ibrahim,"Jalan Sir Ibrahim, Timur Laut, Penang",1,5.3926646,100.3079541,POINT (100.3079541 5.3926646)
2019,16/4,16/4/2019,Penang,Timur Laut,"Van Praagh,Jelutong","Van Praagh,Jelutong, Timur Laut, Penang",1,5.3965939,100.3142215,POINT (100.3142215 5.3965939)
2019,16/4,16/4/2019,Penang,Timur Laut,"Kampung Dodol,Jelutong","Kampung Dodol,Jelutong, Timur Laut, Penang",1,5.4043683,100.3155261,POINT (100.3155261 5.4043683)
2019,5-Jun,6/5/2019,Penang,Timur Laut,Jelutong,"Jelutong, Timur Laut, Penang",1,5.3873462,100.3145585,POINT (100.3145585 5.3873462)
2019,10-May,5/10/2019,Penang,Timur Laut,"Van Praagh,Jelutong","Van Praagh,Jelutong, Timur Laut, Penang",1,5.3965939,100.3142215,POINT (100.3142215 5.3965939)
2019,24/10,24/10/2019,Penang,Timur Laut,"Jalan Van Praagh,Jelutong","Jalan Van Praagh,Jelutong, Timur Laut, Penang",1,5.3965939,100.3142215,POINT (100.3142215 5.3965939)
2019,27/10,27/10/2019,Penang,Timur Laut,Jalan Van Praagh,"Jalan Van Praagh, Timur Laut, Penang",1,5.3974786,100.3117711,POINT (100.3117711 5.3974786)
2019,5-Jun,6/5/2019,Penang,Timur Laut,Kg. Makam,"Kg. Makam, Timur Laut, Penang",1,5.41066875,100.3205998,POINT (100.32059976327483 5.41066875)
2019,5-Jun,6/5/2019,Penang,Timur Laut,Lintang P.Ramlee,"Lintang P.Ramlee, Timur Laut, Penang",1,5.4092557,100.3116545,POINT (100.3116545 5.4092557)
2019,5-Jun,6/5/2019,Penang,Timur Laut,Jln. P. Ramlee,"Jln. P. Ramlee, Timur Laut, Penang",1,5.409591,100.3157266,POINT (100.3157266 5.409591)
2019,5-Jun,6/5/2019,Penang,Timur Laut,Kampung Masjid,"Kampung Masjid, Timur Laut, Penang",1,5.3338688,100.2872685,POINT (100.28726851082382 5.3338688)
